epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.6180555820465088,0.49427324533462524,0.6622259020805359,0.6842105388641357,0.4923076927661896,0.6375371813774109
1,0.7222222089767456,0.47049281001091003,0.6175012588500977,0.6842105388641357,0.48461538553237915,0.6408309936523438
2,0.6319444179534912,0.5098227262496948,0.6703374981880188,0.6631578803062439,0.4918154776096344,0.6593614220619202
3,0.6701388955116272,0.5600284337997437,0.629967212677002,0.6526315808296204,0.4838709533214569,0.6491174101829529
4,0.7013888955116272,0.56418377161026,0.6048595905303955,0.6000000238418579,0.4912280738353729,0.701356828212738
5,0.6666666865348816,0.4978569746017456,0.6476003527641296,0.6526315808296204,0.5779569745063782,0.6532264351844788
